study,authors,crop,p_dependency,farm_size,habitat_description,habitat,agr_intensity,distance,distance_measure,treatment,fruitset,sampling_effort,sites,location,source
Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest (7-ha lowland dipterocarp forest),natural forest,high,12.33807,reported,Open,0.507462687,1,22,P107-2,open access data
Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest (7-ha lowland dipterocarp forest),natural forest,high,17.10733,reported,Open,0.640804598,1,22,P114-2,open access data
Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest (7-ha lowland dipterocarp forest),natural forest,high,18.09282,reported,Open,0.744347826,1,22,P122-1,open access data
Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest (7-ha lowland dipterocarp forest),natural forest,high,13.05595,reported,Open,0.799212598,1,22,P132-1,open access data
Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest (7-ha lowland dipterocarp forest),natural forest,high,7.693682,reported,Open,0.555944056,1,22,P133-1,open access data
Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest (7-ha lowland dipterocarp forest),natural forest,high,2.150085,reported,Open,0.726495726,1,22,P135-1,open access data
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),0.9 ha,forest,natural forest,high,787.5,reported,NA,0.01,20,18,Gregmix,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),1.7 ha,forest,natural forest,high,747.2,reported,NA,0.0089,20,18,Aldmix,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,natural forest,high,1106.6,reported,NA,0.00558,20,18,Alcanfor,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.5 ha,forest,natural forest,high,398.74,reported,NA,0.01006,20,18,Fonseca,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),1.8 ha,forest,natural forest,high,1016.81,reported,NA,0.00629,20,18,Bombamix,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),0.8 ha,forest,natural forest,high,212.15,reported,NA,0.02083,20,18,Aserr,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,natural forest,high,386.34,reported,NA,0.0214,20,18,Vicuno,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.9 ha,forest,natural forest,high,652.6,reported,NA,0.00783,20,18,Corn,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,natural forest,high,515.44,reported,NA,0.00989,20,18,Galdos,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),1.8 ha,forest,natural forest,high,1016.81,reported,NA,0.00406,20,18,Fonsecab,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.8 ha,forest,natural forest,high,476.95,reported,NA,0.01143,20,18,Cuatas,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.6 ha,forest,natural forest,high,538.32,reported,NA,0.00475,20,18,Entrada,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.0 ha,forest,natural forest,high,474.15,reported,NA,0.00667,20,18,Fogata,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.4 ha,forest,natural forest,high,52.63,reported,NA,0.02035,20,18,Limon,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.0 ha,forest,natural forest,high,614.92,reported,NA,0.01103,20,18,Ojoagua,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,natural forest,high,1030.49,reported,NA,0.00088,20,18,Playa,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.9 ha,forest,natural forest,high,265.16,reported,NA,0.00883,20,18,SanLuis,corresponding author(s)
LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.5 ha,forest,natural forest,high,87.01,reported,NA,0.01,20,18,Sustrato,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,5000,reported,open,0.385788889,9,17,Namizi-West,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,3000,reported,open,0.388788889,9,17,Namizi-East,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,6000,reported,open,0.7243,12,17,Bamusuta,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,2500,reported,open,0.7525,3,17,KIweebwa,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,1500,reported,open,0.861933333,6,17,KIweebwa,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,600,reported,open,0.608488889,9,17,Kifu,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,500,reported,open,0.741755556,9,17,Kimwanyi,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,6000,reported,open,0.390444444,9,17,Naikesa,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,6000,reported,open,0.4742,9,17,Bulwasi (Mabira),corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,5000,reported,open,0.462644444,9,17,Kinoni,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,5000,reported,open,0.326988889,9,17,Lukalu,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,100,reported,open,0.720611111,9,17,Mpanga,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,7000,reported,open,0.521277778,9,17,Katwaade,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,7000,reported,open,0.511633333,9,17,Kimuli,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,50,reported,open,0.911055556,9,17,Kyetume,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,5,reported,open,0.930266667,9,17,Lukumbi,corresponding author(s)
Munyuli,Munyuli 2012,coffee,Great (40-90%),0.25-15,other (forest and wetland),other,low,5,reported,open,0.825166667,9,17,Segalye,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,90,estimated,open,0.14245227,20,10,1 Centro Sur,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,55,estimated,open,0.262820512,13,10,10 Barriales,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,10,estimated,open,0.286675407,20,10,2 Mundo viejo ,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,0,estimated,open,0.094862082,20,10,3 Chuyagua,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,50,estimated,open,0.123304472,15,10,4 Teguita baja,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,23,estimated,open,0.157060995,20,10,5 Teguita baja,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,0,estimated,open,0.159670745,20,10,6 Barriales,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,70,estimated,open,0.177272727,20,10,7 Centro Sur,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,30,estimated,open,0.267676491,20,10,8 Centro Norte,corresponding author(s)
Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,0,estimated,open,0.185842227,20,10,9 Chuyagua,corresponding author(s)
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),6,forest (tropical dry forest patches),natural forest,high,913.57,reported,open,0.091666667,6,24,aldo,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,313.13,reported,open,0.083333333,6,24,bomba_tres,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,496.75,reported,open,0.025,6,24,chivos,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),6,forest (tropical dry forest patches),natural forest,high,1007.66,reported,open,0,6,24,cornelio_dos,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),6,forest (tropical dry forest patches),natural forest,high,599.56,reported,open,0,6,24,cornelio_tres,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,653.68,reported,open,0.05,6,24,cuberto,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,626.11,reported,open,0.133333333,6,24,curva,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),1,forest (tropical dry forest patches),natural forest,high,894.86,reported,open,0.066666667,6,24,david_sotelo,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,178.17,reported,open,0,6,24,dorado,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,380.88,reported,open,0.066666667,6,24,gregorio,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,2000,reported,open,0,6,24,jesus,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,168.35,reported,open,0.125,6,24,marcelino,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,168.34,reported,open,0.025,6,24,marcelino_dos,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,400.94,reported,open,0,6,24,marcelino_tres,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,700.67,reported,open,0.016666667,6,24,margarito,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,700.66,reported,open,0.033333333,6,24,margarito_dos,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,602.07,reported,open,0.025,6,24,militar,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,567.05,reported,open,0.175,6,24,nuxco,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,1464.77,reported,open,0.083333333,6,24,nuxco_tres,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,1024.37,reported,open,0.016666667,6,24,profe ,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,261.63,reported,open,0.1,6,24,profe_dos,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,262.39,reported,open,0.05,6,24,san_jeronimo,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,479.25,reported,open,0.141666667,6,24,san_jeronimo_dos,open access data
SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),1,forest (tropical dry forest patches),natural forest,high,52.22,reported,open,0.116666667,6,24,vista_hermosa,open access data
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,20,estimated,open,0.071,15,9,V2,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,10,estimated,open,0.528588813,15,9,V25,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,25,estimated,open,0.41666625,8,9,V26,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,40,estimated,open,0.298626371,14,9,V27,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,250,estimated,open,0.743993507,14,9,V28,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,35,estimated,open,0.128623171,14,9,V29,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,20,estimated,open,0.375,12,9,V30,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,140,estimated,open,0.212820231,13,9,V31,corresponding author(s)
Vogel(a),Vogel et al. (a) 2021,pigeonpea,Modest (10-40%),Small (<2ha),other (shrubland and forest),other,low,20,estimated,open,0.31862881,14,9,V4,corresponding author(s)
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,170,estimated,open,0,5,24,V1,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,25,estimated,open,0.666666667,3,24,V10,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,70,estimated,open,0.5,4,24,V11,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,80,estimated,open,0.333333333,3,24,V12,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,55,estimated,open,0,4,24,V13,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,12,estimated,open,0.6,5,24,V14,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,15,estimated,open,0.25,4,24,V15,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,NA,estimated,open,0.666666667,6,24,V16,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,30,estimated,open,0.25,4,24,V17,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,50,estimated,open,1,3,24,V18,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,5,estimated,open,1,3,24,V19,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,25,estimated,open,0.2,5,24,V2,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,200,estimated,open,0.666666667,6,24,V20,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,75,estimated,open,0.8,5,24,V21,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,95,estimated,open,0.6,5,24,V22,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,15,estimated,open,0.25,4,24,V23,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,90,estimated,open,0.2,5,24,V24,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,70,estimated,open,0,4,24,V3,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,15,estimated,open,0.4,5,24,V4,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,69,estimated,open,0,5,24,V5,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,20,estimated,open,NA,NA,24,V6,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,45,estimated,open,0.75,4,24,V7,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,10,estimated,open,0,5,24,V8,open access data
Vogel(b),Vogel et al. (b) 2023,pumpkin,Essential (90-100%),0.5-1.4,other (shrubland),other,low,30,estimated,open,0.25,4,24,V9,open access data
